TEST,gs://tsmc-auto-ml-poc-vcm/wm811/imgs/Edge-Ring/img_228227.png,Edge-Ring
TEST,gs://tsmc-auto-ml-poc-vcm/wm811/imgs/Edge-Ring/img_21262.png,Edge-Ring
TEST,gs://tsmc-auto-ml-poc-vcm/wm811/imgs/Edge-Ring/img_202394.png,Edge-Ring
TEST,gs://tsmc-auto-ml-poc-vcm/wm811/imgs/Edge-Ring/img_199642.png,Edge-Ring
TEST,gs://tsmc-auto-ml-poc-vcm/wm811/imgs/Edge-Ring/img_12680.png,Edge-Ring
TEST,gs://tsmc-auto-ml-poc-vcm/wm811/imgs/none/img_1518.png,none
TEST,gs://tsmc-auto-ml-poc-vcm/wm811/imgs/Scratch/img_228644.png,Scratch
TEST,gs://tsmc-auto-ml-poc-vcm/wm811/imgs/Scratch/img_270598.png,Scratch
TEST,gs://tsmc-auto-ml-poc-vcm/wm811/imgs/Scratch/img_226537.png,Scratch
TEST,gs://tsmc-auto-ml-poc-vcm/wm811/imgs/Scratch/img_264063.png,Scratch
TEST,gs://tsmc-auto-ml-poc-vcm/wm811/imgs/Scratch/img_270943.png,Scratch
TEST,gs://tsmc-auto-ml-poc-vcm/wm811/imgs/Scratch/img_123151.png,Scratch
TEST,gs://tsmc-auto-ml-poc-vcm/wm811/imgs/Scratch/img_212320.png,Scratch
TEST,gs://tsmc-auto-ml-poc-vcm/wm811/imgs/Scratch/img_237836.png,Scratch
TEST,gs://tsmc-auto-ml-poc-vcm/wm811/imgs/Scratch/img_221113.png,Scratch
TEST,gs://tsmc-auto-ml-poc-vcm/wm811/imgs/Scratch/img_223062.png,Scratch
TEST,gs://tsmc-auto-ml-poc-vcm/wm811/imgs/Scratch/img_180771.png,Scratch
TEST,gs://tsmc-auto-ml-poc-vcm/wm811/imgs/Scratch/img_169474.png,Scratch
TEST,gs://tsmc-auto-ml-poc-vcm/wm811/imgs/Scratch/img_245132.png,Scratch
TEST,gs://tsmc-auto-ml-poc-vcm/wm811/imgs/Scratch/img_266902.png,Scratch
TEST,gs://tsmc-auto-ml-poc-vcm/wm811/imgs/Edge-Ring/img_231986.png,Edge-Ring
TEST,gs://tsmc-auto-ml-poc-vcm/wm811/imgs/Edge-Ring/img_239464.png,Edge-Ring
TEST,gs://tsmc-auto-ml-poc-vcm/wm811/imgs/Edge-Ring/img_187332.png,Edge-Ring
TEST,gs://tsmc-auto-ml-poc-vcm/wm811/imgs/Edge-Ring/img_266160.png,Edge-Ring
TEST,gs://tsmc-auto-ml-poc-vcm/wm811/imgs/Edge-Ring/img_21505.png,Edge-Ring
TEST,gs://tsmc-auto-ml-poc-vcm/wm811/imgs/Edge-Ring/img_202395.png,Edge-Ring
TEST,gs://tsmc-auto-ml-poc-vcm/wm811/imgs/Edge-Ring/img_21263.png,Edge-Ring
TEST,gs://tsmc-auto-ml-poc-vcm/wm811/imgs/Edge-Ring/img_231987.png,Edge-Ring
TEST,gs://tsmc-auto-ml-poc-vcm/wm811/imgs/Edge-Ring/img_202381.png,Edge-Ring
TEST,gs://tsmc-auto-ml-poc-vcm/wm811/imgs/Edge-Ring/img_21277.png,Edge-Ring
TEST,gs://tsmc-auto-ml-poc-vcm/wm811/imgs/Edge-Ring/img_21511.png,Edge-Ring
TEST,gs://tsmc-auto-ml-poc-vcm/wm811/imgs/Edge-Ring/img_141214.png,Edge-Ring
TEST,gs://tsmc-auto-ml-poc-vcm/wm811/imgs/Edge-Ring/img_4845.png,Edge-Ring
TEST,gs://tsmc-auto-ml-poc-vcm/wm811/imgs/Scratch/img_242122.png,Scratch
TEST,gs://tsmc-auto-ml-poc-vcm/wm811/imgs/Edge-Ring/img_187327.png,Edge-Ring
TEST,gs://tsmc-auto-ml-poc-vcm/wm811/imgs/Edge-Ring/img_21276.png,Edge-Ring
TEST,gs://tsmc-auto-ml-poc-vcm/wm811/imgs/Edge-Ring/img_202380.png,Edge-Ring
TEST,gs://tsmc-auto-ml-poc-vcm/wm811/imgs/Edge-Ring/img_266174.png,Edge-Ring
TEST,gs://tsmc-auto-ml-poc-vcm/wm811/imgs/Edge-Ring/img_187326.png,Edge-Ring
TEST,gs://tsmc-auto-ml-poc-vcm/wm811/imgs/Edge-Ring/img_21510.png,Edge-Ring
TEST,gs://tsmc-auto-ml-poc-vcm/wm811/imgs/Edge-Ring/img_141215.png,Edge-Ring
TEST,gs://tsmc-auto-ml-poc-vcm/wm811/imgs/Edge-Ring/img_141201.png,Edge-Ring
TEST,gs://tsmc-auto-ml-poc-vcm/wm811/imgs/Edge-Ring/img_21504.png,Edge-Ring
TEST,gs://tsmc-auto-ml-poc-vcm/wm811/imgs/Edge-Ring/img_31717.png,Edge-Ring
TEST,gs://tsmc-auto-ml-poc-vcm/wm811/imgs/Edge-Ring/img_266175.png,Edge-Ring
TEST,gs://tsmc-auto-ml-poc-vcm/wm811/imgs/Edge-Ring/img_141200.png,Edge-Ring
TEST,gs://tsmc-auto-ml-poc-vcm/wm811/imgs/Scratch/img_193258.png,Scratch
TEST,gs://tsmc-auto-ml-poc-vcm/wm811/imgs/Scratch/img_3359.png,Scratch
TEST,gs://tsmc-auto-ml-poc-vcm/wm811/imgs/Scratch/img_8424.png,Scratch
TEST,gs://tsmc-auto-ml-poc-vcm/wm811/imgs/Scratch/img_262974.png,Scratch
TEST,gs://tsmc-auto-ml-poc-vcm/wm811/imgs/Scratch/img_44130.png,Scratch
TEST,gs://tsmc-auto-ml-poc-vcm/wm811/imgs/Scratch/img_8587.png,Scratch
TEST,gs://tsmc-auto-ml-poc-vcm/wm811/imgs/Scratch/img_277941.png,Scratch
TEST,gs://tsmc-auto-ml-poc-vcm/wm811/imgs/Scratch/img_7449.png,Scratch
